RATIOS-
[0.1534090909090909, 0.125, 0.125, 0.09090909090909091, 0.06818181818181818, 0.06818181818181818, 0.10227272727272728, 0.09090909090909091, 0.08522727272727272, 0.06818181818181818]

MODEL               DATA_TYPE           NOTES               NGRAMLENGTHVAL      ACTIVATION/KERNEL   CHORDS_IN_NRGAM     SOFTMAX             SCORES              AVG. SCORE          
MLP                 previous_ngram_notes4                   1                   identity            False               False               [('0.452', '0.538'), ('0.474', '0.550'), ('0.543', '0.095'), ('0.510', '0.467'), ('0.497', '0.182'), ('0.491', '0.364'), ('0.436', '0.625'), ('0.471', '0.467'), ('0.487', '0.429'), ('0.472', '0.273')]('0.4833', '0.3990')
SVM                 previous_ngram_notes4                   1                   rbf                 True                False               [('0.452', '0.654'), ('0.474', '0.550'), ('0.543', '0.095'), ('0.484', '0.467'), ('0.503', '0.182'), ('0.491', '0.364'), ('0.468', '0.625'), ('0.484', '0.467'), ('0.487', '0.429'), ('0.478', '0.545')]('0.4864', '0.4378')
SVM                 previous_ngram_notes4                   1                   linear              True                False               [('0.959', '0.923'), ('0.947', '0.950'), ('1.000', '0.286'), ('0.962', '0.867'), ('0.963', '1.000'), ('0.963', '1.000'), ('0.962', '1.000'), ('0.962', '1.000'), ('0.962', '1.000'), ('0.963', '1.000')]('0.9643', '0.9026')
SVM                 previous_ngram_notes5                   1                   sigmoid             True                False               [('0.459', '0.654'), ('0.375', '0.500'), ('0.470', '0.095'), ('0.420', '0.333'), ('0.466', '0.182'), ('0.385', '0.364'), ('0.417', '0.562'), ('0.357', '0.533'), ('0.449', '0.143'), ('0.379', '0.545')]('0.4177', '0.3911')
SVM                 previous_ngram_notes4                   1                   rbf                 False               True                [('0.452', '0.654'), ('0.474', '0.550'), ('0.543', '0.095'), ('0.484', '0.467'), ('0.503', '0.182'), ('0.491', '0.364'), ('0.468', '0.625'), ('0.484', '0.467'), ('0.487', '0.429'), ('0.478', '0.545')]('0.4864', '0.4378')
SVM                 previous_ngram_notes4                   1                   linear              False               True                [('0.452', '0.654'), ('0.474', '0.550'), ('0.543', '0.095'), ('0.484', '0.467'), ('0.503', '0.182'), ('0.491', '0.364'), ('0.468', '0.625'), ('0.484', '0.467'), ('0.487', '0.429'), ('0.478', '0.545')]('0.4864', '0.4378')
SVM                 previous_ngram_notes5                   1                   sigmoid             False               True                [('0.452', '0.654'), ('0.474', '0.550'), ('0.543', '0.095'), ('0.484', '0.467'), ('0.503', '0.182'), ('0.491', '0.364'), ('0.468', '0.625'), ('0.484', '0.467'), ('0.487', '0.429'), ('0.478', '0.545')]('0.4864', '0.4378')
SVM                 previous_ngram_notes4                   1                   rbf                 True                True                [('0.452', '0.654'), ('0.474', '0.550'), ('0.543', '0.095'), ('0.484', '0.467'), ('0.503', '0.182'), ('0.491', '0.364'), ('0.468', '0.625'), ('0.484', '0.467'), ('0.487', '0.429'), ('0.478', '0.545')]('0.4864', '0.4378')
SVM                 previous_ngram_notes4                   1                   linear              True                True                [('0.452', '0.654'), ('0.474', '0.550'), ('0.543', '0.095'), ('0.484', '0.467'), ('0.503', '0.182'), ('0.491', '0.364'), ('0.468', '0.625'), ('0.484', '0.467'), ('0.487', '0.429'), ('0.478', '0.545')]('0.4864', '0.4378')
SVM                 previous_ngram_notes5                   1                   sigmoid             True                True                [('0.452', '0.654'), ('0.474', '0.550'), ('0.543', '0.095'), ('0.484', '0.467'), ('0.503', '0.182'), ('0.491', '0.364'), ('0.468', '0.625'), ('0.484', '0.467'), ('0.487', '0.429'), ('0.478', '0.545')]('0.4864', '0.4378')


SORTED:SVM
SVM                 previous_ngram_notes5                   1                   sigmoid             False               False               [('0.452', '0.654'), ('0.368', '0.500'), ('0.444', '0.143'), ('0.420', '0.333'), ('0.435', '0.091'), ('0.391', '0.364'), ('0.404', '0.562'), ('0.357', '0.467'), ('0.456', '0.214'), ('0.373', '0.545')]('0.4100', '0.3873')
SVM                 previous_ngram_notes5                   1                   sigmoid             True                False               [('0.459', '0.654'), ('0.375', '0.500'), ('0.470', '0.095'), ('0.420', '0.333'), ('0.466', '0.182'), ('0.385', '0.364'), ('0.417', '0.562'), ('0.357', '0.533'), ('0.449', '0.143'), ('0.379', '0.545')]('0.4177', '0.3911')
SVM                 previous_ngram_notes4                   1                   linear              False               False               [('0.541', '0.577'), ('0.500', '0.550'), ('0.550', '0.190'), ('0.503', '0.400'), ('0.503', '0.182'), ('0.491', '0.364'), ('0.494', '0.625'), ('0.484', '0.467'), ('0.487', '0.429'), ('0.484', '0.545')]('0.5037', '0.4329')
SVM                 previous_ngram_notes4                   1                   rbf                 False               False               [('0.452', '0.654'), ('0.474', '0.550'), ('0.543', '0.095'), ('0.484', '0.467'), ('0.503', '0.182'), ('0.491', '0.364'), ('0.468', '0.625'), ('0.484', '0.467'), ('0.487', '0.429'), ('0.478', '0.545')]('0.4864', '0.4378')
SVM                 previous_ngram_notes4                   1                   rbf                 True                False               [('0.452', '0.654'), ('0.474', '0.550'), ('0.543', '0.095'), ('0.484', '0.467'), ('0.503', '0.182'), ('0.491', '0.364'), ('0.468', '0.625'), ('0.484', '0.467'), ('0.487', '0.429'), ('0.478', '0.545')]('0.4864', '0.4378')
SVM                 previous_ngram_notes4                   1                   rbf                 False               True                [('0.452', '0.654'), ('0.474', '0.550'), ('0.543', '0.095'), ('0.484', '0.467'), ('0.503', '0.182'), ('0.491', '0.364'), ('0.468', '0.625'), ('0.484', '0.467'), ('0.487', '0.429'), ('0.478', '0.545')]('0.4864', '0.4378')
SVM                 previous_ngram_notes4                   1                   linear              False               True                [('0.452', '0.654'), ('0.474', '0.550'), ('0.543', '0.095'), ('0.484', '0.467'), ('0.503', '0.182'), ('0.491', '0.364'), ('0.468', '0.625'), ('0.484', '0.467'), ('0.487', '0.429'), ('0.478', '0.545')]('0.4864', '0.4378')
SVM                 previous_ngram_notes5                   1                   sigmoid             False               True                [('0.452', '0.654'), ('0.474', '0.550'), ('0.543', '0.095'), ('0.484', '0.467'), ('0.503', '0.182'), ('0.491', '0.364'), ('0.468', '0.625'), ('0.484', '0.467'), ('0.487', '0.429'), ('0.478', '0.545')]('0.4864', '0.4378')
SVM                 previous_ngram_notes4                   1                   rbf                 True                True                [('0.452', '0.654'), ('0.474', '0.550'), ('0.543', '0.095'), ('0.484', '0.467'), ('0.503', '0.182'), ('0.491', '0.364'), ('0.468', '0.625'), ('0.484', '0.467'), ('0.487', '0.429'), ('0.478', '0.545')]('0.4864', '0.4378')
SVM                 previous_ngram_notes4                   1                   linear              True                True                [('0.452', '0.654'), ('0.474', '0.550'), ('0.543', '0.095'), ('0.484', '0.467'), ('0.503', '0.182'), ('0.491', '0.364'), ('0.468', '0.625'), ('0.484', '0.467'), ('0.487', '0.429'), ('0.478', '0.545')]('0.4864', '0.4378')
SVM                 previous_ngram_notes5                   1                   sigmoid             True                True                [('0.452', '0.654'), ('0.474', '0.550'), ('0.543', '0.095'), ('0.484', '0.467'), ('0.503', '0.182'), ('0.491', '0.364'), ('0.468', '0.625'), ('0.484', '0.467'), ('0.487', '0.429'), ('0.478', '0.545')]('0.4864', '0.4378')
SVM                 previous_ngram_notes4                   1                   linear              True                False               [('0.959', '0.923'), ('0.947', '0.950'), ('1.000', '0.286'), ('0.962', '0.867'), ('0.963', '1.000'), ('0.963', '1.000'), ('0.962', '1.000'), ('0.962', '1.000'), ('0.962', '1.000'), ('0.963', '1.000')]('0.9643', '0.9026')


BEST:SVM
SVM                 previous_ngram_notes4                   1                   linear              True                False               [('0.959', '0.923'), ('0.947', '0.950'), ('1.000', '0.286'), ('0.962', '0.867'), ('0.963', '1.000'), ('0.963', '1.000'), ('0.962', '1.000'), ('0.962', '1.000'), ('0.962', '1.000'), ('0.963', '1.000')]('0.9643', '0.9026')
MODEL               DATA_TYPE           NOTES               NGRAMLENGTHVAL      ACTIVATION/KERNEL   CHORDS_IN_NRGAM     SOFTMAX             SCORES              AVG. SCORE          
SVM                 previous_ngram_notes4                   1                   rbf                 False               False               [('0.452', '0.654'), ('0.474', '0.550'), ('0.543', '0.095'), ('0.484', '0.467'), ('0.503', '0.182'), ('0.491', '0.364'), ('0.468', '0.625'), ('0.484', '0.467'), ('0.487', '0.429'), ('0.478', '0.545')]('0.4864', '0.4378')
SVM                 previous_ngram_notes4                   1                   rbf                 True                False               [('0.452', '0.654'), ('0.474', '0.550'), ('0.543', '0.095'), ('0.484', '0.467'), ('0.503', '0.182'), ('0.491', '0.364'), ('0.468', '0.625'), ('0.484', '0.467'), ('0.487', '0.429'), ('0.478', '0.545')]('0.4864', '0.4378')
SVM                 previous_ngram_notes4                   1                   rbf                 False               True                [('0.452', '0.654'), ('0.474', '0.550'), ('0.543', '0.095'), ('0.484', '0.467'), ('0.503', '0.182'), ('0.491', '0.364'), ('0.468', '0.625'), ('0.484', '0.467'), ('0.487', '0.429'), ('0.478', '0.545')]('0.4864', '0.4378')
SVM                 previous_ngram_notes4                   1                   rbf                 True                True                [('0.452', '0.654'), ('0.474', '0.550'), ('0.543', '0.095'), ('0.484', '0.467'), ('0.503', '0.182'), ('0.491', '0.364'), ('0.468', '0.625'), ('0.484', '0.467'), ('0.487', '0.429'), ('0.478', '0.545')]('0.4864', '0.4378')


SORTED:SVM_rbf
SVM                 previous_ngram_notes4                   1                   rbf                 False               False               [('0.452', '0.654'), ('0.474', '0.550'), ('0.543', '0.095'), ('0.484', '0.467'), ('0.503', '0.182'), ('0.491', '0.364'), ('0.468', '0.625'), ('0.484', '0.467'), ('0.487', '0.429'), ('0.478', '0.545')]('0.4864', '0.4378')
SVM                 previous_ngram_notes4                   1                   rbf                 True                False               [('0.452', '0.654'), ('0.474', '0.550'), ('0.543', '0.095'), ('0.484', '0.467'), ('0.503', '0.182'), ('0.491', '0.364'), ('0.468', '0.625'), ('0.484', '0.467'), ('0.487', '0.429'), ('0.478', '0.545')]('0.4864', '0.4378')
SVM                 previous_ngram_notes4                   1                   rbf                 False               True                [('0.452', '0.654'), ('0.474', '0.550'), ('0.543', '0.095'), ('0.484', '0.467'), ('0.503', '0.182'), ('0.491', '0.364'), ('0.468', '0.625'), ('0.484', '0.467'), ('0.487', '0.429'), ('0.478', '0.545')]('0.4864', '0.4378')
SVM                 previous_ngram_notes4                   1                   rbf                 True                True                [('0.452', '0.654'), ('0.474', '0.550'), ('0.543', '0.095'), ('0.484', '0.467'), ('0.503', '0.182'), ('0.491', '0.364'), ('0.468', '0.625'), ('0.484', '0.467'), ('0.487', '0.429'), ('0.478', '0.545')]('0.4864', '0.4378')


BEST:SVM_rbf
SVM                 previous_ngram_notes4                   1                   rbf                 True                True                [('0.452', '0.654'), ('0.474', '0.550'), ('0.543', '0.095'), ('0.484', '0.467'), ('0.503', '0.182'), ('0.491', '0.364'), ('0.468', '0.625'), ('0.484', '0.467'), ('0.487', '0.429'), ('0.478', '0.545')]('0.4864', '0.4378')
MODEL               DATA_TYPE           NOTES               NGRAMLENGTHVAL      ACTIVATION/KERNEL   CHORDS_IN_NRGAM     SOFTMAX             SCORES              AVG. SCORE          
SVM                 previous_ngram_notes4                   1                   linear              False               False               [('0.541', '0.577'), ('0.500', '0.550'), ('0.550', '0.190'), ('0.503', '0.400'), ('0.503', '0.182'), ('0.491', '0.364'), ('0.494', '0.625'), ('0.484', '0.467'), ('0.487', '0.429'), ('0.484', '0.545')]('0.5037', '0.4329')
SVM                 previous_ngram_notes4                   1                   linear              True                False               [('0.959', '0.923'), ('0.947', '0.950'), ('1.000', '0.286'), ('0.962', '0.867'), ('0.963', '1.000'), ('0.963', '1.000'), ('0.962', '1.000'), ('0.962', '1.000'), ('0.962', '1.000'), ('0.963', '1.000')]('0.9643', '0.9026')
SVM                 previous_ngram_notes4                   1                   linear              False               True                [('0.452', '0.654'), ('0.474', '0.550'), ('0.543', '0.095'), ('0.484', '0.467'), ('0.503', '0.182'), ('0.491', '0.364'), ('0.468', '0.625'), ('0.484', '0.467'), ('0.487', '0.429'), ('0.478', '0.545')]('0.4864', '0.4378')
SVM                 previous_ngram_notes4                   1                   linear              True                True                [('0.452', '0.654'), ('0.474', '0.550'), ('0.543', '0.095'), ('0.484', '0.467'), ('0.503', '0.182'), ('0.491', '0.364'), ('0.468', '0.625'), ('0.484', '0.467'), ('0.487', '0.429'), ('0.478', '0.545')]('0.4864', '0.4378')


SORTED:SVM_linear
SVM                 previous_ngram_notes4                   1                   linear              False               False               [('0.541', '0.577'), ('0.500', '0.550'), ('0.550', '0.190'), ('0.503', '0.400'), ('0.503', '0.182'), ('0.491', '0.364'), ('0.494', '0.625'), ('0.484', '0.467'), ('0.487', '0.429'), ('0.484', '0.545')]('0.5037', '0.4329')
SVM                 previous_ngram_notes4                   1                   linear              False               True                [('0.452', '0.654'), ('0.474', '0.550'), ('0.543', '0.095'), ('0.484', '0.467'), ('0.503', '0.182'), ('0.491', '0.364'), ('0.468', '0.625'), ('0.484', '0.467'), ('0.487', '0.429'), ('0.478', '0.545')]('0.4864', '0.4378')
SVM                 previous_ngram_notes4                   1                   linear              True                True                [('0.452', '0.654'), ('0.474', '0.550'), ('0.543', '0.095'), ('0.484', '0.467'), ('0.503', '0.182'), ('0.491', '0.364'), ('0.468', '0.625'), ('0.484', '0.467'), ('0.487', '0.429'), ('0.478', '0.545')]('0.4864', '0.4378')
SVM                 previous_ngram_notes4                   1                   linear              True                False               [('0.959', '0.923'), ('0.947', '0.950'), ('1.000', '0.286'), ('0.962', '0.867'), ('0.963', '1.000'), ('0.963', '1.000'), ('0.962', '1.000'), ('0.962', '1.000'), ('0.962', '1.000'), ('0.963', '1.000')]('0.9643', '0.9026')


BEST:SVM_linear
SVM                 previous_ngram_notes4                   1                   linear              True                False               [('0.959', '0.923'), ('0.947', '0.950'), ('1.000', '0.286'), ('0.962', '0.867'), ('0.963', '1.000'), ('0.963', '1.000'), ('0.962', '1.000'), ('0.962', '1.000'), ('0.962', '1.000'), ('0.963', '1.000')]('0.9643', '0.9026')
MODEL               DATA_TYPE           NOTES               NGRAMLENGTHVAL      ACTIVATION/KERNEL   CHORDS_IN_NRGAM     SOFTMAX             SCORES              AVG. SCORE          
SVM                 previous_ngram_notes5                   1                   sigmoid             False               False               [('0.452', '0.654'), ('0.368', '0.500'), ('0.444', '0.143'), ('0.420', '0.333'), ('0.435', '0.091'), ('0.391', '0.364'), ('0.404', '0.562'), ('0.357', '0.467'), ('0.456', '0.214'), ('0.373', '0.545')]('0.4100', '0.3873')
SVM                 previous_ngram_notes5                   1                   sigmoid             True                False               [('0.459', '0.654'), ('0.375', '0.500'), ('0.470', '0.095'), ('0.420', '0.333'), ('0.466', '0.182'), ('0.385', '0.364'), ('0.417', '0.562'), ('0.357', '0.533'), ('0.449', '0.143'), ('0.379', '0.545')]('0.4177', '0.3911')
SVM                 previous_ngram_notes5                   1                   sigmoid             False               True                [('0.452', '0.654'), ('0.474', '0.550'), ('0.543', '0.095'), ('0.484', '0.467'), ('0.503', '0.182'), ('0.491', '0.364'), ('0.468', '0.625'), ('0.484', '0.467'), ('0.487', '0.429'), ('0.478', '0.545')]('0.4864', '0.4378')
SVM                 previous_ngram_notes5                   1                   sigmoid             True                True                [('0.452', '0.654'), ('0.474', '0.550'), ('0.543', '0.095'), ('0.484', '0.467'), ('0.503', '0.182'), ('0.491', '0.364'), ('0.468', '0.625'), ('0.484', '0.467'), ('0.487', '0.429'), ('0.478', '0.545')]('0.4864', '0.4378')


SORTED:SVM_sigmoid
SVM                 previous_ngram_notes5                   1                   sigmoid             False               False               [('0.452', '0.654'), ('0.368', '0.500'), ('0.444', '0.143'), ('0.420', '0.333'), ('0.435', '0.091'), ('0.391', '0.364'), ('0.404', '0.562'), ('0.357', '0.467'), ('0.456', '0.214'), ('0.373', '0.545')]('0.4100', '0.3873')
SVM                 previous_ngram_notes5                   1                   sigmoid             True                False               [('0.459', '0.654'), ('0.375', '0.500'), ('0.470', '0.095'), ('0.420', '0.333'), ('0.466', '0.182'), ('0.385', '0.364'), ('0.417', '0.562'), ('0.357', '0.533'), ('0.449', '0.143'), ('0.379', '0.545')]('0.4177', '0.3911')
SVM                 previous_ngram_notes5                   1                   sigmoid             False               True                [('0.452', '0.654'), ('0.474', '0.550'), ('0.543', '0.095'), ('0.484', '0.467'), ('0.503', '0.182'), ('0.491', '0.364'), ('0.468', '0.625'), ('0.484', '0.467'), ('0.487', '0.429'), ('0.478', '0.545')]('0.4864', '0.4378')
SVM                 previous_ngram_notes5                   1                   sigmoid             True                True                [('0.452', '0.654'), ('0.474', '0.550'), ('0.543', '0.095'), ('0.484', '0.467'), ('0.503', '0.182'), ('0.491', '0.364'), ('0.468', '0.625'), ('0.484', '0.467'), ('0.487', '0.429'), ('0.478', '0.545')]('0.4864', '0.4378')


BEST:SVM_sigmoid
SVM                 previous_ngram_notes5                   1                   sigmoid             True                True                [('0.452', '0.654'), ('0.474', '0.550'), ('0.543', '0.095'), ('0.484', '0.467'), ('0.503', '0.182'), ('0.491', '0.364'), ('0.468', '0.625'), ('0.484', '0.467'), ('0.487', '0.429'), ('0.478', '0.545')]('0.4864', '0.4378')
MODEL               DATA_TYPE           NOTES               NGRAMLENGTHVAL      ACTIVATION/KERNEL   CHORDS_IN_NRGAM     SOFTMAX             SCORES              AVG. SCORE          
LogReg              previous_ngram_notes4                   1                   identity            False               False               [('0.507', '0.462'), ('0.507', '0.550'), ('0.589', '0.190'), ('0.548', '0.400'), ('0.522', '0.182'), ('0.516', '0.364'), ('0.506', '0.562'), ('0.529', '0.267'), ('0.519', '0.429'), ('0.503', '0.545')]('0.5246', '0.3951')
LogReg              previous_ngram_notes4                   1                   relu                False               False               [('0.507', '0.462'), ('0.507', '0.550'), ('0.589', '0.190'), ('0.548', '0.400'), ('0.522', '0.182'), ('0.516', '0.364'), ('0.506', '0.562'), ('0.529', '0.267'), ('0.519', '0.429'), ('0.503', '0.545')]('0.5246', '0.3951')
LogReg              previous_ngram_notes4                   1                   identity            True                False               [('0.966', '0.962'), ('0.967', '0.900'), ('1.000', '0.286'), ('0.968', '1.000'), ('0.963', '1.000'), ('0.969', '1.000'), ('0.968', '0.938'), ('0.955', '0.800'), ('0.968', '1.000'), ('0.969', '1.000')]('0.9693', '0.8886')
LogReg              previous_ngram_notes4                   1                   relu                True                False               [('0.966', '0.962'), ('0.967', '0.900'), ('1.000', '0.286'), ('0.968', '1.000'), ('0.963', '1.000'), ('0.969', '1.000'), ('0.968', '0.938'), ('0.955', '0.800'), ('0.968', '1.000'), ('0.969', '1.000')]('0.9693', '0.8886')
LogReg              previous_ngram_notes4                   1                   logistic            True                False               [('0.966', '0.962'), ('0.967', '0.900'), ('1.000', '0.286'), ('0.968', '1.000'), ('0.963', '1.000'), ('0.969', '1.000'), ('0.968', '0.938'), ('0.955', '0.800'), ('0.968', '1.000'), ('0.969', '1.000')]('0.9693', '0.8886')
LogReg              previous_ngram_notes4                   1                   tanh                True                False               [('0.966', '0.962'), ('0.967', '0.900'), ('1.000', '0.286'), ('0.968', '1.000'), ('0.963', '1.000'), ('0.969', '1.000'), ('0.968', '0.938'), ('0.955', '0.800'), ('0.968', '1.000'), ('0.969', '1.000')]('0.9693', '0.8886')
LogReg              previous_ngram_notes4                   1                   identity            False               True                [('0.308', '0.231'), ('0.329', '0.500'), ('0.470', '0.143'), ('0.369', '0.133'), ('0.379', '0.000'), ('0.348', '0.545'), ('0.378', '0.125'), ('0.338', '0.267'), ('0.323', '0.714'), ('0.385', '0.545')]('0.3627', '0.3203')
LogReg              previous_ngram_notes4                   1                   relu                False               True                [('0.308', '0.231'), ('0.329', '0.500'), ('0.470', '0.143'), ('0.369', '0.133'), ('0.379', '0.000'), ('0.348', '0.545'), ('0.378', '0.125'), ('0.338', '0.267'), ('0.323', '0.714'), ('0.385', '0.545')]('0.3627', '0.3203')
LogReg              previous_ngram_notes4                   1                   logistic            False               True                [('0.308', '0.231'), ('0.329', '0.500'), ('0.470', '0.143'), ('0.369', '0.133'), ('0.379', '0.000'), ('0.348', '0.545'), ('0.378', '0.125'), ('0.338', '0.267'), ('0.323', '0.714'), ('0.385', '0.545')]('0.3627', '0.3203')
LogReg              previous_ngram_notes4                   1                   tanh                False               True                [('0.308', '0.231'), ('0.329', '0.500'), ('0.470', '0.143'), ('0.369', '0.133'), ('0.379', '0.000'), ('0.348', '0.545'), ('0.378', '0.125'), ('0.338', '0.267'), ('0.323', '0.714'), ('0.385', '0.545')]('0.3627', '0.3203')
LogReg              previous_ngram_notes4                   1                   identity            True                True                [('0.308', '0.231'), ('0.329', '0.500'), ('0.470', '0.143'), ('0.369', '0.133'), ('0.373', '0.000'), ('0.348', '0.545'), ('0.378', '0.125'), ('0.338', '0.267'), ('0.323', '0.714'), ('0.385', '0.545')]('0.3621', '0.3203')
LogReg              previous_ngram_notes4                   1                   relu                True                True                [('0.308', '0.231'), ('0.329', '0.500'), ('0.470', '0.143'), ('0.369', '0.133'), ('0.373', '0.000'), ('0.348', '0.545'), ('0.378', '0.125'), ('0.338', '0.267'), ('0.323', '0.714'), ('0.385', '0.545')]('0.3621', '0.3203')
LogReg              previous_ngram_notes4                   1                   logistic            True                True                [('0.308', '0.231'), ('0.329', '0.500'), ('0.470', '0.143'), ('0.369', '0.133'), ('0.373', '0.000'), ('0.348', '0.545'), ('0.378', '0.125'), ('0.338', '0.267'), ('0.323', '0.714'), ('0.385', '0.545')]('0.3621', '0.3203')
LogReg              previous_ngram_notes4                   1                   tanh                True                True                [('0.308', '0.231'), ('0.329', '0.500'), ('0.470', '0.143'), ('0.369', '0.133'), ('0.373', '0.000'), ('0.348', '0.545'), ('0.378', '0.125'), ('0.338', '0.267'), ('0.323', '0.714'), ('0.385', '0.545')]('0.3621', '0.3203')


SORTED:LogReg
LogReg              previous_ngram_notes4                   1                   identity            False               True                [('0.308', '0.231'), ('0.329', '0.500'), ('0.470', '0.143'), ('0.369', '0.133'), ('0.379', '0.000'), ('0.348', '0.545'), ('0.378', '0.125'), ('0.338', '0.267'), ('0.323', '0.714'), ('0.385', '0.545')]('0.3627', '0.3203')
LogReg              previous_ngram_notes4                   1                   relu                False               True                [('0.308', '0.231'), ('0.329', '0.500'), ('0.470', '0.143'), ('0.369', '0.133'), ('0.379', '0.000'), ('0.348', '0.545'), ('0.378', '0.125'), ('0.338', '0.267'), ('0.323', '0.714'), ('0.385', '0.545')]('0.3627', '0.3203')
LogReg              previous_ngram_notes4                   1                   logistic            False               True                [('0.308', '0.231'), ('0.329', '0.500'), ('0.470', '0.143'), ('0.369', '0.133'), ('0.379', '0.000'), ('0.348', '0.545'), ('0.378', '0.125'), ('0.338', '0.267'), ('0.323', '0.714'), ('0.385', '0.545')]('0.3627', '0.3203')
LogReg              previous_ngram_notes4                   1                   tanh                False               True                [('0.308', '0.231'), ('0.329', '0.500'), ('0.470', '0.143'), ('0.369', '0.133'), ('0.379', '0.000'), ('0.348', '0.545'), ('0.378', '0.125'), ('0.338', '0.267'), ('0.323', '0.714'), ('0.385', '0.545')]('0.3627', '0.3203')
LogReg              previous_ngram_notes4                   1                   identity            True                True                [('0.308', '0.231'), ('0.329', '0.500'), ('0.470', '0.143'), ('0.369', '0.133'), ('0.373', '0.000'), ('0.348', '0.545'), ('0.378', '0.125'), ('0.338', '0.267'), ('0.323', '0.714'), ('0.385', '0.545')]('0.3621', '0.3203')
LogReg              previous_ngram_notes4                   1                   relu                True                True                [('0.308', '0.231'), ('0.329', '0.500'), ('0.470', '0.143'), ('0.369', '0.133'), ('0.373', '0.000'), ('0.348', '0.545'), ('0.378', '0.125'), ('0.338', '0.267'), ('0.323', '0.714'), ('0.385', '0.545')]('0.3621', '0.3203')
LogReg              previous_ngram_notes4                   1                   logistic            True                True                [('0.308', '0.231'), ('0.329', '0.500'), ('0.470', '0.143'), ('0.369', '0.133'), ('0.373', '0.000'), ('0.348', '0.545'), ('0.378', '0.125'), ('0.338', '0.267'), ('0.323', '0.714'), ('0.385', '0.545')]('0.3621', '0.3203')
LogReg              previous_ngram_notes4                   1                   tanh                True                True                [('0.308', '0.231'), ('0.329', '0.500'), ('0.470', '0.143'), ('0.369', '0.133'), ('0.373', '0.000'), ('0.348', '0.545'), ('0.378', '0.125'), ('0.338', '0.267'), ('0.323', '0.714'), ('0.385', '0.545')]('0.3621', '0.3203')
LogReg              previous_ngram_notes4                   1                   identity            False               False               [('0.507', '0.462'), ('0.507', '0.550'), ('0.589', '0.190'), ('0.548', '0.400'), ('0.522', '0.182'), ('0.516', '0.364'), ('0.506', '0.562'), ('0.529', '0.267'), ('0.519', '0.429'), ('0.503', '0.545')]('0.5246', '0.3951')
LogReg              previous_ngram_notes4                   1                   relu                False               False               [('0.507', '0.462'), ('0.507', '0.550'), ('0.589', '0.190'), ('0.548', '0.400'), ('0.522', '0.182'), ('0.516', '0.364'), ('0.506', '0.562'), ('0.529', '0.267'), ('0.519', '0.429'), ('0.503', '0.545')]('0.5246', '0.3951')
LogReg              previous_ngram_notes4                   1                   identity            True                False               [('0.966', '0.962'), ('0.967', '0.900'), ('1.000', '0.286'), ('0.968', '1.000'), ('0.963', '1.000'), ('0.969', '1.000'), ('0.968', '0.938'), ('0.955', '0.800'), ('0.968', '1.000'), ('0.969', '1.000')]('0.9693', '0.8886')
LogReg              previous_ngram_notes4                   1                   relu                True                False               [('0.966', '0.962'), ('0.967', '0.900'), ('1.000', '0.286'), ('0.968', '1.000'), ('0.963', '1.000'), ('0.969', '1.000'), ('0.968', '0.938'), ('0.955', '0.800'), ('0.968', '1.000'), ('0.969', '1.000')]('0.9693', '0.8886')
LogReg              previous_ngram_notes4                   1                   logistic            True                False               [('0.966', '0.962'), ('0.967', '0.900'), ('1.000', '0.286'), ('0.968', '1.000'), ('0.963', '1.000'), ('0.969', '1.000'), ('0.968', '0.938'), ('0.955', '0.800'), ('0.968', '1.000'), ('0.969', '1.000')]('0.9693', '0.8886')
LogReg              previous_ngram_notes4                   1                   tanh                True                False               [('0.966', '0.962'), ('0.967', '0.900'), ('1.000', '0.286'), ('0.968', '1.000'), ('0.963', '1.000'), ('0.969', '1.000'), ('0.968', '0.938'), ('0.955', '0.800'), ('0.968', '1.000'), ('0.969', '1.000')]('0.9693', '0.8886')


BEST:LogReg
LogReg              previous_ngram_notes4                   1                   tanh                True                False               [('0.966', '0.962'), ('0.967', '0.900'), ('1.000', '0.286'), ('0.968', '1.000'), ('0.963', '1.000'), ('0.969', '1.000'), ('0.968', '0.938'), ('0.955', '0.800'), ('0.968', '1.000'), ('0.969', '1.000')]('0.9693', '0.8886')
MODEL               DATA_TYPE           NOTES               NGRAMLENGTHVAL      ACTIVATION/KERNEL   CHORDS_IN_NRGAM     SOFTMAX             SCORES              AVG. SCORE          
LogReg              previous_ngram_notes4                   1                   identity            False               False               [('0.507', '0.462'), ('0.507', '0.550'), ('0.589', '0.190'), ('0.548', '0.400'), ('0.522', '0.182'), ('0.516', '0.364'), ('0.506', '0.562'), ('0.529', '0.267'), ('0.519', '0.429'), ('0.503', '0.545')]('0.5246', '0.3951')
LogReg              previous_ngram_notes4                   1                   identity            True                False               [('0.966', '0.962'), ('0.967', '0.900'), ('1.000', '0.286'), ('0.968', '1.000'), ('0.963', '1.000'), ('0.969', '1.000'), ('0.968', '0.938'), ('0.955', '0.800'), ('0.968', '1.000'), ('0.969', '1.000')]('0.9693', '0.8886')
LogReg              previous_ngram_notes4                   1                   identity            False               True                [('0.308', '0.231'), ('0.329', '0.500'), ('0.470', '0.143'), ('0.369', '0.133'), ('0.379', '0.000'), ('0.348', '0.545'), ('0.378', '0.125'), ('0.338', '0.267'), ('0.323', '0.714'), ('0.385', '0.545')]('0.3627', '0.3203')
